candidate_index,q,w,kB,kC,kD,kA,exact_shared_classes,exact_residual_qcoords,exact_residual_bits,exact_observed_pairs,exact_edge_density,exact_agreement_fraction,exact_left_class_sizes,exact_right_class_sizes,label_entropy_bits,label_balance,source_entropy_bits,left_entropy_bits,right_entropy_bits,source_to_label_mi_bits,source_to_label_mi_norm_capacity,source_to_label_mi_over_label_entropy,label_to_left_mi_bits,label_to_right_mi_bits,source_to_left_mi_bits,source_to_right_mi_bits,one_step_label_persistence_mi_bits,one_step_label_persistence_norm,one_step_label_valid_fraction,one_step_label_conservation_fraction,one_step_label_match_given_valid,one_step_label_valid_mi_bits,one_step_label_valid_norm,live_common_factor,live_threshold,mutation_summary,mutation_survival_at_max_rate,mutation_residual_at_max_rate,saved_approx_residual_qcoords,saved_approx_quality_score,saved_exact_residual_qcoords,saved_blind_fitness,saved_blind_fitness_stage,saved_search_mode,saved_run,saved_generation,saved_candidate,saved_target_mode,saved_proposal_mode,saved_fitness_mode,rule_interface_mi_norm_mean,rule_interface_mi_bits_mean,rule_interface_copy_accuracy_mean,rule_interface_cond_entropy_bits_mean,rule_interface_output_entropy_bits_mean,rule_interface_n,rule_interface_roles
15,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8318947501009617, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.98}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.5794436251225965, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.84}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.4584962500721156, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.62}]",0.62,0.4584962500721156,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,50,1200,interface,mixed,two_stage,0.20314242547681963,0.40628485095363925,0.5875,1.0905639062229566,1.4968487571765956,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
16,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.8572778828131868,0.43177464056609194,0.509375,0.2125,0.4171779141104294,1.202937815052111,0.758413640274795,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8250977500432694, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.94}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.6901955000865386, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.86}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.5760451250937503, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.8}]",0.8,0.5760451250937503,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,50,1201,interface,mixed,two_stage,0.18207486599613643,0.36414973199227285,0.6,1.12169171866887,1.4858414506611428,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
17,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8301955000865388, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.98}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.733594000115385, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.94}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.5201955000865387, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.8}]",0.8,0.5201955000865387,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,50,1202,interface,mixed,two_stage,0.175685528675433,0.351371057350866,0.6,1.0811278124459132,1.4324988697967793,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
18,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.8832659474991944,0.4508418888755664,0.4322916666666667,0.22916666666666666,0.5301204819277109,0.9688255814821936,0.5935248510621451,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8718947501009617, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.98}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.6877443751081735, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.92}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.4618947501009618, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.66}]",0.66,0.4618947501009618,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,50,1203,interface,mixed,two_stage,0.22828672289122104,0.4565734457824421,0.625,1.0311278124459133,1.4877012582283553,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
19,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8643458750793271, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.98}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7101955000865388, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.82}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.44264662506490404, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.68}]",0.68,0.44264662506490404,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,50,1204,interface,mixed,two_stage,0.19308217251158952,0.38616434502317903,0.575,1.125,1.511164345023179,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
20,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8384962500721156, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.96}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.6918947501009619, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.84}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.3750977500432694, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.58}]",0.58,0.3750977500432694,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,50,1205,interface,mixed,two_stage,0.17743974703476995,0.3548794940695399,0.625,1.0622556248918265,1.4171351189613663,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
21,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.644283590848389,0.3288590847321047,0.5572916666666666,0.22916666666666666,0.411214953271028,0.8237783887917196,0.41657019162530545,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8260451250937503, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.98}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.742646625064904, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.88}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.5060451250937503, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.72}]",0.72,0.5060451250937503,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,50,1213,interface,mixed,two_stage,0.19850730651545317,0.39701461303090635,0.625,1.0216917186688699,1.4187063316997761,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
22,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624826,0.9886085007312413,-0.0,1.9772170014624826,1.9772170014624826,0.0,0.0,0.0,1.9772170014624826,1.9772170014624826,0.0,0.0,1.2230775471182116,0.655880570125846,0.7291666666666666,0.5416666666666666,0.7428571428571429,1.5084210602705355,0.8294234420314149,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.842646625064904, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.94}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.6501955000865388, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.82}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.41849625007211555, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.64}]",0.64,0.41849625007211555,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,50,1217,interface,mixed,two_stage,0.19536047236534132,0.39072094473068264,0.5875,1.1061278124459133,1.4968487571765956,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
23,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8126466250649041, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7277443751081735, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.92}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.46019550008653876, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.64}]",0.64,0.46019550008653876,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,49,1176,interface,mixed,two_stage,0.20314242547681963,0.40628485095363925,0.5875,1.0905639062229566,1.4968487571765956,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
24,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.8572778828131868,0.43177464056609194,0.509375,0.2125,0.4171779141104294,1.202937815052111,0.758413640274795,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8543458750793271, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.96}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.732646625064904, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.94}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.4901955000865387, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.64}]",0.64,0.4901955000865387,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,49,1177,interface,mixed,two_stage,0.18207486599613643,0.36414973199227285,0.6,1.12169171866887,1.4858414506611428,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
25,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8860451250937504, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.98}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7101955000865388, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.94}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.31924812503605776, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.56}]",0.56,0.31924812503605776,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,49,1178,interface,mixed,two_stage,0.175685528675433,0.351371057350866,0.6,1.0811278124459132,1.4324988697967793,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
26,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.8832659474991944,0.4508418888755664,0.4322916666666667,0.22916666666666666,0.5301204819277109,0.9688255814821936,0.5935248510621451,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8643458750793271, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.98}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7294436251225966, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.92}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.402646625064904, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.64}]",0.64,0.402646625064904,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,49,1179,interface,mixed,two_stage,0.22828672289122104,0.4565734457824421,0.625,1.0311278124459133,1.4877012582283553,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
27,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8201955000865389, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.94}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.6660451250937502, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.88}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.4326466250649041, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.62}]",0.62,0.4326466250649041,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,49,1180,interface,mixed,two_stage,0.19308217251158952,0.38616434502317903,0.575,1.125,1.511164345023179,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
28,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8935940001153849, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7569925001442313, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.92}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.4267970000576924, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.62}]",0.62,0.4267970000576924,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,49,1181,interface,mixed,two_stage,0.17743974703476995,0.3548794940695399,0.625,1.0622556248918265,1.4171351189613663,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
29,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.7777443751081734, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.94}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.6567970000576924, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.84}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.4918947501009619, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.76}]",0.76,0.4918947501009619,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,49,1184,interface,mixed,two_stage,0.1727830696334945,0.345566139266989,0.5875,1.0811278124459132,1.426693951712902,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
30,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8818947501009617, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7618947501009619, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.96}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.38849625007211563, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.54}]",0.54,0.38849625007211563,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,49,1199,interface,mixed,two_stage,0.17096748178691126,0.3419349635738225,0.5625,1.2,1.5419349635738224,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
31,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8935940001153849, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7352932501298082, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.96}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.5018947501009619, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.78}]",0.78,0.5018947501009619,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,48,1152,interface,mixed,two_stage,0.20314242547681963,0.40628485095363925,0.5875,1.0905639062229566,1.4968487571765956,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
