candidate_index,q,w,kB,kC,kD,kA,exact_shared_classes,exact_residual_qcoords,exact_residual_bits,exact_observed_pairs,exact_edge_density,exact_agreement_fraction,exact_left_class_sizes,exact_right_class_sizes,label_entropy_bits,label_balance,source_entropy_bits,left_entropy_bits,right_entropy_bits,source_to_label_mi_bits,source_to_label_mi_norm_capacity,source_to_label_mi_over_label_entropy,label_to_left_mi_bits,label_to_right_mi_bits,source_to_left_mi_bits,source_to_right_mi_bits,one_step_label_persistence_mi_bits,one_step_label_persistence_norm,one_step_label_valid_fraction,one_step_label_conservation_fraction,one_step_label_match_given_valid,one_step_label_valid_mi_bits,one_step_label_valid_norm,live_common_factor,live_threshold,mutation_summary,mutation_survival_at_max_rate,mutation_residual_at_max_rate,saved_approx_residual_qcoords,saved_approx_quality_score,saved_exact_residual_qcoords,saved_blind_fitness,saved_blind_fitness_stage,saved_search_mode,saved_run,saved_generation,saved_candidate,saved_target_mode,saved_proposal_mode,saved_fitness_mode,rule_interface_mi_norm_mean,rule_interface_mi_bits_mean,rule_interface_copy_accuracy_mean,rule_interface_cond_entropy_bits_mean,rule_interface_output_entropy_bits_mean,rule_interface_n,rule_interface_roles
32,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.8572778828131868,0.43177464056609194,0.509375,0.2125,0.4171779141104294,1.202937815052111,0.758413640274795,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8543458750793271, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.98}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7635940001153849, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.94}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.5143458750793272, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.74}]",0.74,0.5143458750793272,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,48,1153,interface,mixed,two_stage,0.18207486599613643,0.36414973199227285,0.6,1.12169171866887,1.4858414506611428,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
33,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8311428751370198, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.96}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.6577443751081734, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.86}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.4967970000576925, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.68}]",0.68,0.4967970000576925,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,48,1154,interface,mixed,two_stage,0.175685528675433,0.351371057350866,0.6,1.0811278124459132,1.4324988697967793,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
34,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.8832659474991944,0.4508418888755664,0.4322916666666667,0.22916666666666666,0.5301204819277109,0.9688255814821936,0.5935248510621451,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.821894750100962, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.96}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7118947501009619, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.9}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.38019550008653874, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.54}]",0.54,0.38019550008653874,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,48,1155,interface,mixed,two_stage,0.22828672289122104,0.4565734457824421,0.625,1.0311278124459133,1.4877012582283553,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
35,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8901955000865388, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.6243458750793272, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.78}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.5118947501009619, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.68}]",0.68,0.5118947501009619,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,48,1156,interface,mixed,two_stage,0.19308217251158952,0.38616434502317903,0.575,1.125,1.511164345023179,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
36,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8518947501009619, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.733594000115385, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.86}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.35094737505048096, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.56}]",0.56,0.35094737505048096,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,48,1157,interface,mixed,two_stage,0.17743974703476995,0.3548794940695399,0.625,1.0622556248918265,1.4171351189613663,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
37,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.905662062393247,0.4622734478198425,0.4270833333333333,0.22916666666666666,0.5365853658536586,0.947435136184031,0.6085004819327516,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.7628421251514428, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.9}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.8160451250937504, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.94}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.4743458750793272, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.66}]",0.66,0.4743458750793272,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,48,1160,interface,mixed,two_stage,0.22086740409313932,0.44173480818627864,0.625,1.0311278124459133,1.472862620632192,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
38,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8577443751081735, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.98}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7094436251225966, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.9}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.555293250129808, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.78}]",0.78,0.555293250129808,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,48,1163,interface,mixed,two_stage,0.19062527571020288,0.38125055142040576,0.6125,1.0466917186688698,1.4279422700892757,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
39,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.8761872766829786,0.44129850313753677,0.50625,0.2125,0.41975308641975306,1.2015643026911276,0.779389419126158,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8918947501009619, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7252932501298082, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.9}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.5235940001153849, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.74}]",0.74,0.5235940001153849,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,48,1164,interface,mixed,two_stage,0.14820604168930282,0.29641208337860564,0.575,1.19669171866887,1.4931038020474756,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
40,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8343458750793272, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.92}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.6194436251225965, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.8}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.5011428751370196, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.7}]",0.7,0.5011428751370196,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,48,1167,interface,mixed,two_stage,0.20479656614238465,0.4095931322847693,0.575,1.125,1.5345931322847695,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
41,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8543458750793271, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7660451250937502, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.94}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.49604512509375026, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.72}]",0.72,0.49604512509375026,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,47,1128,interface,mixed,two_stage,0.20314242547681963,0.40628485095363925,0.5875,1.0905639062229566,1.4968487571765956,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
42,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.8572778828131868,0.43177464056609194,0.509375,0.2125,0.4171779141104294,1.202937815052111,0.758413640274795,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.940947375050481, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.6960451250937504, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.84}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.6001955000865388, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.8}]",0.8,0.6001955000865388,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,47,1129,interface,mixed,two_stage,0.18207486599613643,0.36414973199227285,0.6,1.12169171866887,1.4858414506611428,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
43,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8269925001442311, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7594436251225966, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.92}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.4567970000576924, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.68}]",0.68,0.4567970000576924,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,47,1130,interface,mixed,two_stage,0.175685528675433,0.351371057350866,0.6,1.0811278124459132,1.4324988697967793,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
44,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.8832659474991944,0.4508418888755664,0.4322916666666667,0.22916666666666666,0.5301204819277109,0.9688255814821936,0.5935248510621451,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8543458750793271, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.6843458750793272, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.92}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.4826466250649041, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.7}]",0.7,0.4826466250649041,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,47,1131,interface,mixed,two_stage,0.22828672289122104,0.4565734457824421,0.625,1.0311278124459133,1.4877012582283553,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
45,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.853594000115385, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.98}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.685293250129808, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.9}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.5001955000865387, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.72}]",0.72,0.5001955000865387,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,47,1132,interface,mixed,two_stage,0.19308217251158952,0.38616434502317903,0.575,1.125,1.511164345023179,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
46,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8669925001442311, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7277443751081735, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.92}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.482646625064904, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.74}]",0.74,0.482646625064904,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,47,1133,interface,mixed,two_stage,0.17743974703476995,0.3548794940695399,0.625,1.0622556248918265,1.4171351189613663,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
47,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8777443751081734, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7918947501009619, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.98}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.44604512509375027, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.66}]",0.66,0.44604512509375027,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,47,1148,interface,mixed,two_stage,0.27901095977317975,0.5580219195463595,0.6375,0.9561278124459133,1.5141497319922728,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
48,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,1.1853067681397254,0.6050113714426811,0.6822916666666666,0.4791666666666667,0.7022900763358778,1.5079532923739554,0.7819961314690812,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8618947501009618, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.96}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.7460451250937504, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.88}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.39774437510817345, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.56}]",0.56,0.39774437510817345,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,46,1104,interface,mixed,two_stage,0.20314242547681963,0.40628485095363925,0.5875,1.0905639062229566,1.4968487571765956,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
49,4,1,2,2,2,2,4,1.0,2.0,4,0.25,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.9772170014624824,0.9886085007312412,-0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.0,1.9772170014624824,1.9772170014624824,0.0,0.0,0.8572778828131868,0.43177464056609194,0.509375,0.2125,0.4171779141104294,1.202937815052111,0.758413640274795,False,0.25,"[{""mutation_rate"": 0.0, ""mutation_exact_residual_mean"": 1.0, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 1.0}, {""mutation_rate"": 0.02, ""mutation_exact_residual_mean"": 0.8726466250649041, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.96}, {""mutation_rate"": 0.05, ""mutation_exact_residual_mean"": 0.8301955000865388, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.94}, {""mutation_rate"": 0.1, ""mutation_exact_residual_mean"": 0.6160451250937503, ""mutation_exact_residual_max"": 1.0, ""mutation_selection_fraction"": 0.8}]",0.8,0.6160451250937503,1.0,1.0000009886085008,1.0,1.0000010000009887,exact,evolve,5,46,1105,interface,mixed,two_stage,0.18207486599613643,0.36414973199227285,0.6,1.12169171866887,1.4858414506611428,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]"
