classes_by_vertex,vertex_costs_qcoords,quotient_dim_qcoords,quotient_cost_qcoords,quotient_cost_bits,collapsed_vertices,fully_collapsed_vertices,cost_B_qcoords,cost_B_bits,cost_C_qcoords,cost_C_bits,cost_D_qcoords,cost_D_bits,cost_A_qcoords,cost_A_bits,cost_A_panel_qcoords,cost_A_panel_bits,constraint_mode,initial_pool,observer_init,close_admissibility,kB,kC,kD,kA,kM,k_total,q,w,n_initial_states,n_schedules,branch_order_seed_merges,sink_seed_merges,strict_schedule_seed_merges,admissibility_merges,admissibility_iterations,extra_B,extra_C,extra_D,extra_A,seed,instance
"[4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,0,0,1,2,2,2,2,11945,40
"[4, 4, 4, 4, 4, 4, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",6.0,2.0,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,3,0,0,1,2,2,2,2,11945,40
"[3, 1, 1, 2, 1, 2, 1, 1]","[0.20751874963942185, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0]",1.792481250360578,6.207518749639422,12.415037499278844,8,5,1.207518749639422,2.415037499278844,1.5,3.0,1.5,3.0,2.0,4.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,18,2,2,2,2,2,2,11945,40
"[4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,0,0,1,2,2,2,2,11946,41
"[4, 4, 4, 4, 4, 4, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",6.0,2.0,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,3,0,0,1,2,2,2,2,11946,41
"[2, 2, 1, 3, 1, 3, 1, 1]","[0.5, 0.5, 1.0, 0.20751874963942185, 1.0, 0.20751874963942185, 1.0, 1.0]",2.584962500721156,5.415037499278844,10.830074998557688,8,4,1.0,2.0,1.207518749639422,2.415037499278844,1.207518749639422,2.415037499278844,2.0,4.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,18,0,1,2,2,2,2,11946,41
"[4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,0,0,1,2,2,2,2,11947,42
"[4, 4, 4, 4, 4, 4, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",6.0,2.0,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,3,0,0,1,2,2,2,2,11947,42
"[3, 3, 1, 2, 1, 3, 1, 1]","[0.20751874963942185, 0.20751874963942185, 1.0, 0.5, 1.0, 0.20751874963942185, 1.0, 1.0]",2.8774437510817346,5.122556248918266,10.245112497836532,8,4,0.4150374992788437,0.8300749985576875,1.5,3.0,1.207518749639422,2.415037499278844,2.0,4.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,17,0,1,2,2,2,2,11947,42
"[4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,0,0,1,2,2,2,2,11948,43
"[4, 4, 4, 4, 4, 4, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",6.0,2.0,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,3,0,0,1,2,2,2,2,11948,43
"[2, 2, 1, 2, 1, 3, 1, 1]","[0.5, 0.5, 1.0, 0.5, 1.0, 0.20751874963942185, 1.0, 1.0]",2.292481250360578,5.707518749639422,11.415037499278844,8,4,1.0,2.0,1.5,3.0,1.207518749639422,2.415037499278844,2.0,4.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,19,0,1,2,2,2,2,11948,43
"[4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,0,0,1,2,2,2,2,11949,44
"[4, 4, 4, 4, 4, 4, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",6.0,2.0,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,3,0,0,1,2,2,2,2,11949,44
"[2, 2, 1, 3, 1, 3, 1, 1]","[0.5, 0.5, 1.0, 0.20751874963942185, 1.0, 0.20751874963942185, 1.0, 1.0]",2.584962500721156,5.415037499278844,10.830074998557688,8,4,1.0,2.0,1.207518749639422,2.415037499278844,1.207518749639422,2.415037499278844,2.0,4.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,18,0,1,2,2,2,2,11949,44
"[4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,0,0,1,2,2,2,2,11950,45
"[4, 4, 4, 4, 4, 4, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",6.0,2.0,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,3,0,0,1,2,2,2,2,11950,45
"[2, 2, 1, 3, 1, 2, 1, 1]","[0.5, 0.5, 1.0, 0.20751874963942185, 1.0, 0.5, 1.0, 1.0]",2.292481250360578,5.707518749639422,11.415037499278844,8,4,1.0,2.0,1.207518749639422,2.415037499278844,1.5,3.0,2.0,4.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,18,1,2,2,2,2,2,11950,45
"[4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,0,0,1,2,2,2,2,11951,46
"[4, 4, 4, 4, 4, 4, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",6.0,2.0,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,3,0,0,1,2,2,2,2,11951,46
"[2, 2, 1, 2, 1, 2, 1, 1]","[0.5, 0.5, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0]",2.0,6.0,12.0,8,4,1.0,2.0,1.5,3.0,1.5,3.0,2.0,4.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,20,0,1,2,2,2,2,11951,46
"[4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,0,0,1,2,2,2,2,11952,47
"[4, 4, 4, 4, 4, 4, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",6.0,2.0,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,3,0,0,1,2,2,2,2,11952,47
"[2, 3, 1, 2, 1, 2, 1, 1]","[0.5, 0.20751874963942185, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0]",2.292481250360578,5.707518749639422,11.415037499278844,8,4,0.7075187496394219,1.4150374992788437,1.5,3.0,1.5,3.0,2.0,4.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,19,0,1,2,2,2,2,11952,47
"[4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,0,0,1,2,2,2,2,11953,48
"[4, 4, 4, 4, 4, 4, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",6.0,2.0,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,3,0,0,1,2,2,2,2,11953,48
"[2, 2, 1, 2, 1, 3, 1, 1]","[0.5, 0.5, 1.0, 0.5, 1.0, 0.20751874963942185, 1.0, 1.0]",2.292481250360578,5.707518749639422,11.415037499278844,8,4,1.0,2.0,1.5,3.0,1.207518749639422,2.415037499278844,2.0,4.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,19,0,1,2,2,2,2,11953,48
"[4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,0,0,1,2,2,2,2,11954,49
"[4, 4, 4, 4, 4, 4, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",6.0,2.0,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,3,0,0,1,2,2,2,2,11954,49
"[1, 3, 1, 2, 1, 1, 1, 1]","[1.0, 0.20751874963942185, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]",1.292481250360578,6.707518749639422,13.415037499278844,8,6,1.207518749639422,2.415037499278844,1.5,3.0,2.0,4.0,2.0,4.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,2,2,8,4,1,4096,32,0,0,21,0,1,2,2,2,2,11954,49
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12036,0
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12036,0
"[1, 2, 1, 2, 1, 2, 1, 1, 1]","[1.0, 0.5, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]",1.5,7.5,15.0,9,6,1.5,3.0,1.5,3.0,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,24,0,1,2,2,2,3,12036,0
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12037,1
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12037,1
"[2, 3, 1, 2, 1, 3, 1, 1, 1]","[0.5, 0.20751874963942185, 1.0, 0.5, 1.0, 0.20751874963942185, 1.0, 1.0, 1.0]",2.584962500721156,6.415037499278844,12.830074998557688,9,5,0.7075187496394219,1.4150374992788437,1.5,3.0,1.207518749639422,2.415037499278844,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,21,0,1,2,2,2,3,12037,1
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12038,2
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12038,2
"[3, 3, 1, 2, 1, 2, 1, 1, 1]","[0.20751874963942185, 0.20751874963942185, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]",2.584962500721156,6.415037499278844,12.830074998557688,9,5,0.4150374992788437,0.8300749985576875,1.5,3.0,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,19,2,2,2,2,2,3,12038,2
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12039,3
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12039,3
"[2, 2, 1, 1, 1, 2, 1, 1, 1]","[0.5, 0.5, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0]",1.5,7.5,15.0,9,6,1.0,2.0,2.0,4.0,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,23,1,2,2,2,2,3,12039,3
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12040,4
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12040,4
"[2, 2, 1, 2, 1, 3, 1, 1, 1]","[0.5, 0.5, 1.0, 0.5, 1.0, 0.20751874963942185, 1.0, 1.0, 1.0]",2.292481250360578,6.707518749639422,13.415037499278844,9,5,1.0,2.0,1.5,3.0,1.207518749639422,2.415037499278844,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,21,1,2,2,2,2,3,12040,4
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12041,5
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12041,5
"[2, 2, 1, 3, 1, 2, 1, 1, 1]","[0.5, 0.5, 1.0, 0.20751874963942185, 1.0, 0.5, 1.0, 1.0, 1.0]",2.292481250360578,6.707518749639422,13.415037499278844,9,5,1.0,2.0,1.207518749639422,2.415037499278844,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,21,1,2,2,2,2,3,12041,5
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12042,6
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12042,6
"[2, 2, 1, 3, 2, 1, 1, 1, 1]","[0.5, 0.5, 1.0, 0.20751874963942185, 0.5, 1.0, 1.0, 1.0, 1.0]",2.292481250360578,6.707518749639422,13.415037499278844,9,5,1.0,2.0,1.207518749639422,2.415037499278844,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,22,0,1,2,2,2,3,12042,6
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12043,7
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12043,7
"[2, 3, 1, 3, 1, 2, 1, 1, 1]","[0.5, 0.20751874963942185, 1.0, 0.20751874963942185, 1.0, 0.5, 1.0, 1.0, 1.0]",2.584962500721156,6.415037499278844,12.830074998557688,9,5,0.7075187496394219,1.4150374992788437,1.207518749639422,2.415037499278844,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,20,1,2,2,2,2,3,12043,7
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12044,8
"[4, 4, 4, 4, 4, 4, 1, 1, 2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.5]",6.5,2.5,5.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,2,2,2,2,2,3,12044,8
"[2, 3, 1, 2, 1, 2, 1, 1, 2]","[0.5, 0.20751874963942185, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 0.5]",2.792481250360578,6.207518749639422,12.415037499278844,9,4,0.7075187496394219,1.4150374992788437,1.5,3.0,1.5,3.0,2.5,5.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,21,0,1,2,2,2,3,12044,8
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12045,9
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12045,9
"[2, 2, 1, 3, 1, 3, 1, 1, 1]","[0.5, 0.5, 1.0, 0.20751874963942185, 1.0, 0.20751874963942185, 1.0, 1.0, 1.0]",2.584962500721156,6.415037499278844,12.830074998557688,9,5,1.0,2.0,1.207518749639422,2.415037499278844,1.207518749639422,2.415037499278844,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,20,1,2,2,2,2,3,12045,9
