classes_by_vertex,vertex_costs_qcoords,quotient_dim_qcoords,quotient_cost_qcoords,quotient_cost_bits,collapsed_vertices,fully_collapsed_vertices,cost_B_qcoords,cost_B_bits,cost_C_qcoords,cost_C_bits,cost_D_qcoords,cost_D_bits,cost_A_qcoords,cost_A_bits,cost_A_panel_qcoords,cost_A_panel_bits,constraint_mode,initial_pool,observer_init,close_admissibility,kB,kC,kD,kA,kM,k_total,q,w,n_initial_states,n_schedules,branch_order_seed_merges,sink_seed_merges,strict_schedule_seed_merges,admissibility_merges,admissibility_iterations,extra_B,extra_C,extra_D,extra_A,seed,instance
"[2, 2, 1, 2, 1, 2, 1, 1, 1]","[0.5, 0.5, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]",2.0,7.0,14.0,9,5,1.0,2.0,1.5,3.0,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,23,0,1,2,2,2,3,12065,29
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12066,30
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12066,30
"[4, 2, 1, 3, 1, 2, 1, 1, 1]","[0.0, 0.5, 1.0, 0.20751874963942185, 1.0, 0.5, 1.0, 1.0, 1.0]",2.792481250360578,6.207518749639422,12.415037499278844,8,5,0.5,1.0,1.207518749639422,2.415037499278844,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,16,4,2,2,2,2,3,12066,30
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12067,31
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12067,31
"[2, 3, 1, 2, 1, 3, 1, 1, 1]","[0.5, 0.20751874963942185, 1.0, 0.5, 1.0, 0.20751874963942185, 1.0, 1.0, 1.0]",2.584962500721156,6.415037499278844,12.830074998557688,9,5,0.7075187496394219,1.4150374992788437,1.5,3.0,1.207518749639422,2.415037499278844,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,21,0,1,2,2,2,3,12067,31
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12068,32
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12068,32
"[2, 2, 1, 2, 1, 2, 1, 1, 1]","[0.5, 0.5, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]",2.0,7.0,14.0,9,5,1.0,2.0,1.5,3.0,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,23,0,1,2,2,2,3,12068,32
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12069,33
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12069,33
"[2, 1, 2, 2, 1, 4, 1, 1, 1]","[0.5, 1.0, 0.5, 0.5, 1.0, 0.0, 1.0, 1.0, 1.0]",2.5,6.5,13.0,8,5,1.5,3.0,1.0,2.0,1.0,2.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,21,0,1,2,2,2,3,12069,33
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12070,34
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12070,34
"[1, 2, 1, 1, 1, 2, 1, 1, 1]","[1.0, 0.5, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0]",1.0,8.0,16.0,9,7,1.5,3.0,2.0,4.0,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,25,0,1,2,2,2,3,12070,34
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12071,35
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12071,35
"[2, 3, 1, 3, 1, 2, 1, 1, 1]","[0.5, 0.20751874963942185, 1.0, 0.20751874963942185, 1.0, 0.5, 1.0, 1.0, 1.0]",2.584962500721156,6.415037499278844,12.830074998557688,9,5,0.7075187496394219,1.4150374992788437,1.207518749639422,2.415037499278844,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,20,1,2,2,2,2,3,12071,35
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12072,36
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12072,36
"[2, 3, 1, 3, 1, 2, 1, 1, 1]","[0.5, 0.20751874963942185, 1.0, 0.20751874963942185, 1.0, 0.5, 1.0, 1.0, 1.0]",2.584962500721156,6.415037499278844,12.830074998557688,9,5,0.7075187496394219,1.4150374992788437,1.207518749639422,2.415037499278844,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,21,0,1,2,2,2,3,12072,36
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12073,37
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12073,37
"[2, 2, 1, 2, 1, 2, 1, 1, 1]","[0.5, 0.5, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]",2.0,7.0,14.0,9,5,1.0,2.0,1.5,3.0,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,23,0,1,2,2,2,3,12073,37
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12074,38
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12074,38
"[3, 3, 1, 2, 2, 4, 1, 1, 1]","[0.20751874963942185, 0.20751874963942185, 1.0, 0.5, 0.5, 0.0, 1.0, 1.0, 1.0]",3.584962500721156,5.415037499278844,10.830074998557688,8,4,0.4150374992788437,0.8300749985576875,1.5,3.0,0.5,1.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,15,3,2,2,2,2,3,12074,38
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12075,39
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12075,39
"[2, 2, 1, 3, 1, 3, 1, 1, 1]","[0.5, 0.5, 1.0, 0.20751874963942185, 1.0, 0.20751874963942185, 1.0, 1.0, 1.0]",2.584962500721156,6.415037499278844,12.830074998557688,9,5,1.0,2.0,1.207518749639422,2.415037499278844,1.207518749639422,2.415037499278844,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,21,0,1,2,2,2,3,12075,39
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12076,40
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12076,40
"[2, 2, 1, 3, 1, 2, 1, 1, 1]","[0.5, 0.5, 1.0, 0.20751874963942185, 1.0, 0.5, 1.0, 1.0, 1.0]",2.292481250360578,6.707518749639422,13.415037499278844,9,5,1.0,2.0,1.207518749639422,2.415037499278844,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,22,0,1,2,2,2,3,12076,40
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12077,41
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12077,41
"[1, 3, 1, 2, 1, 3, 1, 1, 1]","[1.0, 0.20751874963942185, 1.0, 0.5, 1.0, 0.20751874963942185, 1.0, 1.0, 1.0]",2.084962500721156,6.915037499278844,13.830074998557688,9,6,1.207518749639422,2.415037499278844,1.5,3.0,1.207518749639422,2.415037499278844,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,22,0,1,2,2,2,3,12077,41
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12078,42
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12078,42
"[2, 3, 1, 2, 1, 2, 1, 1, 1]","[0.5, 0.20751874963942185, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]",2.292481250360578,6.707518749639422,13.415037499278844,9,5,0.7075187496394219,1.4150374992788437,1.5,3.0,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,22,0,1,2,2,2,3,12078,42
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12079,43
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12079,43
"[3, 3, 1, 2, 2, 2, 1, 1, 1]","[0.20751874963942185, 0.20751874963942185, 1.0, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0]",3.084962500721156,5.915037499278844,11.830074998557688,9,4,0.4150374992788437,0.8300749985576875,1.5,3.0,1.0,2.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,19,1,2,2,2,2,3,12079,43
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12080,44
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12080,44
"[2, 2, 1, 1, 1, 2, 1, 1, 1]","[0.5, 0.5, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0]",1.5,7.5,15.0,9,6,1.0,2.0,2.0,4.0,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,24,0,1,2,2,2,3,12080,44
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12081,45
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12081,45
"[2, 2, 1, 3, 1, 3, 1, 1, 1]","[0.5, 0.5, 1.0, 0.20751874963942185, 1.0, 0.20751874963942185, 1.0, 1.0, 1.0]",2.584962500721156,6.415037499278844,12.830074998557688,9,5,1.0,2.0,1.207518749639422,2.415037499278844,1.207518749639422,2.415037499278844,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,21,0,1,2,2,2,3,12081,45
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12082,46
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12082,46
"[3, 3, 1, 2, 1, 1, 1, 1, 1]","[0.20751874963942185, 0.20751874963942185, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0]",2.084962500721156,6.915037499278844,13.830074998557688,9,6,0.4150374992788437,0.8300749985576875,1.5,3.0,2.0,4.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,21,1,2,2,2,2,3,12082,46
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12083,47
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12083,47
"[3, 3, 1, 2, 1, 3, 1, 1, 1]","[0.20751874963942185, 0.20751874963942185, 1.0, 0.5, 1.0, 0.20751874963942185, 1.0, 1.0, 1.0]",2.8774437510817346,6.122556248918266,12.245112497836532,9,5,0.4150374992788437,0.8300749985576875,1.5,3.0,1.207518749639422,2.415037499278844,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,20,0,1,2,2,2,3,12083,47
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12084,48
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12084,48
"[2, 2, 2, 2, 1, 2, 1, 1, 1]","[0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]",2.5,6.5,13.0,9,4,1.0,2.0,1.0,2.0,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,21,1,2,2,2,2,3,12084,48
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branch_order,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,0,0,1,2,2,2,3,12085,49
"[4, 4, 4, 4, 4, 4, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",6.0,3.0,6.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,sink_equal,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,3,0,3,2,2,2,2,3,12085,49
"[1, 2, 1, 2, 1, 2, 1, 1, 1]","[1.0, 0.5, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]",1.5,7.5,15.0,9,6,1.5,3.0,1.5,3.0,1.5,3.0,3.0,6.0,2.0,4.0,strict_schedule,all,zero,True,2,2,2,3,2,9,4,1,4096,96,0,0,24,0,1,2,2,2,3,12085,49
