kB,kM,kA,q,w,k_total,rule_ensemble,mutation_rate,initial_mode,n_initial_states,source_for_liveness,s1_shared_classes,s2_shared_classes,s1_residual_qcoords,s2_residual_qcoords,s1_edge_density,s2_edge_density,H_source_bits,H_s1_bits,H_s2_bits,transport_mi_bits,transport_mi_over_Hs1,transport_mi_over_Hs2,source_to_s1_mi_bits,source_to_s2_mi_bits,source_to_s1_mi_over_Hs1,source_to_s2_mi_over_Hs2,s1_to_s2_best_accuracy,s2_to_s1_best_accuracy,s1_s2_variation_of_information_norm,transport_selected,live_transport_selected,seed,instance
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,4,3,1.0,0.7924812503605781,0.25,0.3125,1.9994206262358718,1.999420626235872,1.4953869948423364,1.4953869948423362,0.7479101571826663,0.9999999999999999,1.9994206262358718,1.4953869948423364,0.9999999999999999,1.0,1.0,0.75244140625,0.25208984281733365,True,True,6074556,6
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,3,1,0.7924812503605781,0.0,0.25,0.375,1.4985275849609354,1.4985275849609354,-0.0,0.0,0.0,0.0,1.4985275849609354,0.0,1.0,0.0,1.0,0.50146484375,1.0,False,False,6074557,7
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,2,2,0.5,0.5,0.375,0.375,1.999315623384281,0.813591602417356,0.813591602417356,0.813591602417356,1.0,1.0,0.813591602417356,0.813591602417356,1.0,1.0,1.0,1.0,0.0,True,True,6074558,8
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,2,1,0.5,0.0,0.375,0.5,1.9994015813744987,0.999667015968799,-0.0,0.0,0.0,0.0,0.999667015968799,0.0,1.0,0.0,1.0,0.5107421875,1.0,False,False,6074559,9
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.9992036579645225,1.9992036579645225,1.9992036579645225,1.9992036579645225,1.0,1.0,1.9992036579645225,1.9992036579645225,1.0,1.0,1.0,1.0,0.0,True,True,6074560,10
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,4,3,1.0,0.7924812503605781,0.25,0.3125,1.999633461025188,1.999633461025188,1.4942394284986826,1.4942394284986826,0.7472566635950391,1.0,1.999633461025188,1.4942394284986826,1.0,1.0,1.0,0.75341796875,0.2527433364049609,True,True,6074561,11
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,3,2,0.7924812503605781,0.5,0.3125,0.375,1.9998910439872681,1.499241142043925,0.9999984521555887,0.9999984521555889,0.6670030751639358,1.0000000000000002,1.499241142043925,0.9999984521555889,1.0,1.0000000000000002,1.0,0.75244140625,0.33299692483606425,True,True,6074562,12
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,2,2,0.5,0.5,0.375,0.375,1.9999393083717496,0.8093376167882613,0.8093376167882613,0.8093376167882613,1.0,1.0,0.8093376167882613,0.8093376167882613,1.0,1.0,1.0,1.0,0.0,True,True,6074563,13
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,2,2,0.5,0.5,0.375,0.375,1.9997269570572542,0.999764542941324,0.999764542941324,0.999764542941324,1.0,1.0,0.9997645429413242,0.9997645429413242,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,True,True,6074564,14
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,2,2,0.5,0.5,0.375,0.375,1.9992811767315002,0.9999709347368158,0.9999709347368158,0.9999709347368158,1.0,1.0,0.9999709347368155,0.9999709347368155,0.9999999999999998,0.9999999999999998,1.0,1.0,0.0,True,True,6074565,15
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,2,1,0.5,0.0,0.375,0.4375,1.9998391531842676,0.8128222736156479,-0.0,0.0,0.0,0.0,0.8128222736156481,0.0,1.0000000000000002,0.0,1.0,0.7490234375,1.0,False,False,6074566,16
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,3,3,0.7924812503605781,0.7924812503605781,0.3125,0.3125,1.9997412858375652,1.4975461605918543,1.4975461605918543,1.4975461605918543,1.0,1.0,1.4975461605918545,1.4975461605918545,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,True,True,6074567,17
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,3,3,0.7924812503605781,0.7924812503605781,0.3125,0.3125,1.998447427633184,1.4957147278540308,1.4957147278540308,1.4957147278540308,1.0,1.0,1.4957147278540308,1.4957147278540308,1.0,1.0,1.0,1.0,0.0,True,True,6074568,18
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,4,2,1.0,0.5,0.25,0.375,1.9994731545976692,1.9994731545976694,0.813591602417356,0.8135916024173562,0.40690298869307184,1.0000000000000002,1.9994731545976696,0.813591602417356,1.0000000000000002,1.0,1.0,0.5087890625,0.5930970113069282,True,True,6074569,19
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,1,1,0.0,0.0,0.4375,0.4375,1.9992894440457125,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6079650,0
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,3,2,0.7924812503605781,0.5,0.3125,0.4375,1.9994555764591169,1.496283884559338,0.7933961992494412,0.7933961992494412,0.5302444325149567,1.0,1.496283884559338,0.7933961992494412,1.0,1.0,1.0,0.7421875,0.4697555674850433,True,True,6079651,1
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,3,2,0.7924812503605781,0.5,0.3125,0.375,1.9998017377221167,1.5061549681978401,0.8105032993487109,0.8105032993487109,0.5381274280949341,1.0,1.50615496819784,0.8105032993487111,0.9999999999999999,1.0000000000000002,1.0,0.7431640625,0.4618725719050659,True,True,6079652,2
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,3,2,0.7924812503605781,0.5,0.375,0.375,1.999686337582786,1.4937868161964065,0.8054220542318837,0.805422054231884,0.5391813915473633,1.0000000000000002,1.4937868161964067,0.8054220542318837,1.0000000000000002,1.0,1.0,0.75244140625,0.46081860845263667,True,True,6079653,3
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,3,2,0.7924812503605781,0.5,0.3125,0.5,1.999490817221585,1.5103229970093002,0.8256539152139866,0.8256539152139866,0.5466737359153795,1.0,1.5103229970093002,0.8256539152139866,1.0,1.0,1.0,0.74853515625,0.45332626408462057,True,True,6079654,4
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,2,1,0.5,0.0,0.375,0.5625,1.9992664588096054,0.9994213730010078,-0.0,0.0,0.0,0.0,0.9994213730010078,0.0,1.0,0.0,1.0,0.51416015625,1.0,False,False,6079655,5
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,1,1,0.0,0.0,0.5,0.9375,1.9992279665207413,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6079656,6
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,3,2,0.7924812503605781,0.5,0.3125,0.375,1.9995801496939776,1.5028267609740606,0.8018584546667038,0.8018584546667038,0.5335667925869096,1.0,1.5028267609740609,0.801858454666704,1.0000000000000002,1.0000000000000002,1.0,0.740966796875,0.4664332074130904,True,True,6079657,7
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,2,1,0.5,0.0,0.4375,0.6875,1.999707092994415,0.8237996342603153,-0.0,0.0,0.0,0.0,0.8237996342603153,0.0,1.0,0.0,1.0,0.741943359375,1.0,False,False,6079658,8
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,2,1,0.5,0.0,0.375,0.875,1.999329121627746,0.9998452100782274,-0.0,0.0,0.0,0.0,0.9998452100782274,0.0,1.0,0.0,1.0,0.50732421875,1.0,False,False,6079659,9
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,1,1,0.0,0.0,0.4375,0.8125,1.9995482508687854,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6079660,10
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,2,1,0.5,0.0,0.4375,0.625,1.9998180270528843,0.8200573529196096,-0.0,0.0,0.0,0.0,0.8200573529196098,0.0,1.0000000000000002,0.0,1.0,0.744384765625,1.0,False,False,6079661,11
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,2,1,0.5,0.0,0.4375,0.4375,1.9992165928540622,0.8223081268603528,-0.0,0.0,0.0,0.0,0.8223081268603527,0.0,0.9999999999999999,0.0,1.0,0.742919921875,1.0,False,False,6079662,12
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,1,1,0.0,0.0,0.5,0.5,1.998680321774059,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6079663,13
2,2,2,4,1,14,permutive,0.05,joint_random,4095,postB,4,3,1.0,0.7924812503605781,0.25,0.3125,1.9994192032505347,1.9994192032505345,1.5037149221528667,1.5037149221528667,0.7520758626846328,1.0,1.9994192032505347,1.503714922152867,1.0000000000000002,1.0000000000000002,1.0,0.7540903540903541,0.24792413731536728,True,True,6079664,14
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,1,1,0.0,0.0,0.25,0.375,1.5138203323834745,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6079665,15
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,2,1,0.5,0.0,0.5,0.875,1.9996066214935457,0.82193412510735,-0.0,0.0,0.0,0.0,0.8219341251073498,0.0,0.9999999999999998,0.0,1.0,0.7431640625,1.0,False,False,6079666,16
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,2,2,0.5,0.5,0.3125,0.375,1.4972866401907543,0.8108909413636122,0.8108909413636122,0.8108909413636122,1.0,1.0,0.8108909413636123,0.8108909413636123,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,True,True,6079667,17
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,3,3,0.7924812503605781,0.7924812503605781,0.375,0.375,1.9985326896974995,1.5045761957960588,1.504576195796059,1.5045761957960593,1.0000000000000002,1.0000000000000002,1.504576195796059,1.504576195796059,1.0000000000000002,1.0,1.0,1.0,0.0,True,True,6079668,18
2,2,2,4,1,14,permutive,0.05,joint_random,4096,postB,1,1,0.0,0.0,0.5,0.5,1.9998092625359394,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6079669,19
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.625,0.8125,1.4932283601602832,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6088150,0
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.25,0.3125,0.9998452100782274,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6088151,1
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.5625,0.625,1.9997387465591625,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6088152,2
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.1875,0.375,0.8046333934285632,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6088153,3
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,2,1,0.5,0.0,0.4375,0.75,1.9991997275946325,0.7982571097749842,-0.0,0.0,0.0,0.0,0.7982571097749842,0.0,1.0,0.0,1.0,0.758056640625,1.0,False,False,6088154,4
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.75,0.6875,1.9996329908533585,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6088155,5
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.5625,0.625,1.9998342007982148,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6088156,6
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,2,1,0.5,0.0,0.3125,0.375,1.999332413365893,0.9994411562055219,-0.0,0.0,0.0,0.0,0.9994411562055219,0.0,1.0,0.0,1.0,0.513916015625,1.0,False,False,6088157,7
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.5,0.5,1.9996823605304634,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6088158,8
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,2,1,0.5,0.0,0.25,0.5625,1.4884041778804307,0.8030505037758515,-0.0,0.0,0.0,0.0,0.8030505037758517,0.0,1.0000000000000002,0.0,1.0,0.755126953125,1.0,False,False,6088159,9
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.5,0.5625,1.9996301243704675,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6088160,10
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,2,1,0.5,0.0,0.3125,0.5,1.4952262430990282,0.8132071665845111,-0.0,0.0,0.0,0.0,0.8132071665845113,0.0,1.0000000000000002,0.0,1.0,0.748779296875,1.0,False,False,6088161,11
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.6875,0.875,1.9991940726695479,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6088162,12
2,2,2,4,1,14,permutive,0.1,joint_random,4095,postB,1,1,0.0,0.0,0.5625,0.75,1.9998178153851303,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6088163,13
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,2,1,0.5,0.0,0.4375,0.6875,1.9995644775535253,0.8263924914287071,-0.0,0.0,0.0,0.0,0.8263924914287071,0.0,1.0,0.0,1.0,0.740234375,1.0,False,False,6088164,14
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.3125,0.6875,1.9984936974531993,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6088165,15
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.5625,0.625,1.9993913132487506,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6088166,16
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,2,1,0.5,0.0,0.375,0.4375,1.5005411804356237,0.8026536195349327,-0.0,0.0,0.0,0.0,0.8026536195349327,0.0,1.0,0.0,1.0,0.75537109375,1.0,False,False,6088167,17
2,2,2,4,1,14,permutive,0.1,joint_random,4095,postB,1,1,0.0,0.0,0.5,0.625,1.9995048374822442,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,6088168,18
2,2,2,4,1,14,permutive,0.1,joint_random,4096,postB,2,1,0.5,0.0,0.3125,0.625,1.9997470973488887,0.8147421700451138,-0.0,0.0,0.0,0.0,0.8147421700451138,0.0,1.0,0.0,1.0,0.747802734375,1.0,False,False,6088169,19
2,2,2,4,1,14,block,0.0,joint_random,4094,postB,2,2,0.5,0.5,0.125,0.125,1.9994183015449791,0.999666690525691,0.999666690525691,0.999666690525691,1.0,1.0,0.9996666905256908,0.9996666905256908,0.9999999999999998,0.9999999999999998,1.0,1.0,0.0,True,True,2657703,0
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9998263336940785,0.9999709347368158,0.9999709347368158,0.9999709347368158,1.0,1.0,0.999970934736816,0.999970934736816,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,True,True,2657704,1
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9998311497835015,0.9999998280173422,0.9999998280173422,0.9999998280173422,1.0,1.0,0.9999998280173421,0.9999998280173421,0.9999999999999999,0.9999999999999999,1.0,1.0,0.0,True,True,2657705,2
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9995441393332483,0.9999009357256291,0.9999009357256291,0.9999009357256291,1.0,1.0,0.9999009357256292,0.9999009357256292,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,True,True,2657706,3
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.99941855126711,0.9996037156868482,0.9996037156868482,0.9996037156868482,1.0,1.0,0.9996037156868485,0.9996037156868485,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,True,True,2657707,4
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9998152437171273,0.9998238825988728,0.9998238825988728,0.9998238825988728,1.0,1.0,0.9998238825988728,0.9998238825988728,1.0,1.0,1.0,1.0,0.0,True,True,2657708,5
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9998124119361984,0.9999828016665733,0.9999828016665733,0.9999828016665733,1.0,1.0,0.9999828016665733,0.9999828016665733,1.0,1.0,1.0,1.0,0.0,True,True,2657709,6
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.999699185648443,0.9999752343565644,0.9999752343565644,0.9999752343565644,1.0,1.0,0.9999752343565644,0.9999752343565644,1.0,1.0,1.0,1.0,0.0,True,True,2657710,7
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9998997213425687,0.9999167587960085,0.9999167587960085,0.9999167587960085,1.0,1.0,0.9999167587960083,0.9999167587960083,0.9999999999999998,0.9999999999999998,1.0,1.0,0.0,True,True,2657711,8
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9996814606008608,0.9999984521555887,0.9999984521555887,0.9999984521555887,1.0,1.0,0.9999984521555887,0.9999984521555887,1.0,1.0,1.0,1.0,0.0,True,True,2657712,9
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9993805364284758,0.999986069360442,0.999986069360442,0.999986069360442,1.0,1.0,0.9999860693604421,0.9999860693604421,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,True,True,2657713,10
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9993433913390382,0.9994012455550829,0.9994012455550829,0.9994012455550829,1.0,1.0,0.9994012455550827,0.9994012455550827,0.9999999999999998,0.9999999999999998,1.0,1.0,0.0,True,True,2657714,11
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9991416120484597,0.999250713846042,0.999250713846042,0.999250713846042,1.0,1.0,0.9992507138460418,0.9992507138460418,0.9999999999999998,0.9999999999999998,1.0,1.0,0.0,True,True,2657715,12
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9990319139744164,0.9999167587960085,0.9999167587960085,0.9999167587960085,1.0,1.0,0.9999167587960083,0.9999167587960083,0.9999999999999998,0.9999999999999998,1.0,1.0,0.0,True,True,2657716,13
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.999883127618325,0.9999993120692872,0.9999993120692872,0.9999993120692872,1.0,1.0,0.9999993120692869,0.9999993120692869,0.9999999999999998,0.9999999999999998,1.0,1.0,0.0,True,True,2657717,14
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9988575726398294,0.999681980710428,0.999681980710428,0.999681980710428,1.0,1.0,0.9996819807104278,0.9996819807104278,0.9999999999999998,0.9999999999999998,1.0,1.0,0.0,True,True,2657718,15
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9992178718886993,0.9996966013350423,0.9996966013350423,0.9996966013350423,1.0,1.0,0.9996966013350423,0.9996966013350423,1.0,1.0,1.0,1.0,0.0,True,True,2657719,16
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9992818534228456,0.9999502964431044,0.9999502964431044,0.9999502964431044,1.0,1.0,0.9999502964431044,0.9999502964431044,1.0,1.0,1.0,1.0,0.0,True,True,2657720,17
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9996116358633138,0.9998651614008649,0.9998651614008649,0.9998651614008649,1.0,1.0,0.9998651614008649,0.9998651614008649,1.0,1.0,1.0,1.0,0.0,True,True,2657721,18
2,2,2,4,1,14,block,0.0,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9998576555117586,0.9999752343565644,0.9999752343565644,0.9999752343565644,1.0,1.0,0.9999752343565644,0.9999752343565644,1.0,1.0,1.0,1.0,0.0,True,True,2657722,19
2,2,2,4,1,14,block,0.02,joint_random,4096,postB,1,1,0.0,0.0,0.25,0.3125,1.999027296638201,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2661103,0
2,2,2,4,1,14,block,0.02,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.9999192015658522,0.9999993120692872,0.9515082024691666,0.5407503640345592,0.5407507360335986,0.5683086731478619,0.9999993120692872,0.540898241654765,1.0,0.5684640870684378,0.87158203125,0.87158203125,0.8700073849741358,False,False,2661104,1
2,2,2,4,1,14,block,0.02,joint_random,4096,postB,2,1,0.5,0.0,0.1875,0.3125,1.9999357967410984,0.9999915728336992,-0.0,0.0,0.0,0.0,0.9999915728336994,0.0,1.0000000000000002,0.0,1.0,0.501708984375,1.0,False,False,2661105,2
2,2,2,4,1,14,block,0.02,joint_random,4096,postB,2,2,0.5,0.5,0.1875,0.1875,1.9999132891784712,0.9999972482758367,0.9999972482758367,0.9999972482758367,1.0,1.0,0.9999972482758368,0.9999972482758368,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,True,True,2661106,3
2,2,2,4,1,14,block,0.02,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.125,1.999634589293528,0.9999915728336992,0.9999915728336992,0.9999915728336992,1.0,1.0,0.9999915728336992,0.9999915728336992,1.0,1.0,1.0,1.0,0.0,True,True,2661107,4
2,2,2,4,1,14,block,0.02,joint_random,4096,postB,1,1,0.0,0.0,0.25,0.3125,1.9999357967410982,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2661108,5
2,2,2,4,1,14,block,0.02,joint_random,4096,postB,2,1,0.5,0.0,0.125,0.25,1.9998965556185138,0.9999984521555887,-0.0,0.0,0.0,0.0,0.9999984521555889,0.0,1.0000000000000002,0.0,1.0,0.500732421875,1.0,False,False,2661109,6
2,2,2,4,1,14,block,0.02,joint_random,4096,postB,2,2,0.5,0.5,0.1875,0.1875,1.9993222816939518,0.9999613035575784,0.9999613035575784,0.9999613035575784,1.0,1.0,0.9999613035575783,0.9999613035575783,0.9999999999999999,0.9999999999999999,1.0,1.0,0.0,True,True,2661110,7
2,2,2,4,1,14,block,0.02,joint_random,4096,postB,2,2,0.5,0.5,0.25,0.25,1.9991750280510219,0.999764542941324,0.9982794894411453,0.8995916724677162,0.8998035375620569,0.9011420969605654,0.999764542941324,0.9158969214268136,1.0,0.917475447621937,0.984619140625,0.984619140625,0.1989075216270277,True,True,2661111,8
2,2,2,4,1,14,block,0.02,joint_random,4096,postB,2,2,0.5,0.5,0.125,0.1875,1.9996890260917244,0.9998746210154131,0.9998746210154131,0.9998746210154131,1.0,1.0,0.999874621015413,0.999874621015413,0.9999999999999999,0.9999999999999999,1.0,1.0,0.0,True,True,2661112,9
2,2,2,4,1,14,block,0.02,joint_random,4096,postB,1,1,0.0,0.0,0.25,0.25,1.9998781194506174,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2661113,10
2,2,2,4,1,14,block,0.02,joint_random,4096,postB,1,1,0.0,0.0,0.3125,0.3125,1.9996718414699655,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2661114,11
